date,numbers,powerball_winners,powerball_price,winner_location
2020-09-16,"['10', '17', '31', '51', '53', '1']",1,$75.7 MILLION,NY
2020-09-19,"['11', '14', '23', '47', '57', '14']",0,$16.0 MILLION,None
2020-09-23,"['8', '17', '49', '52', '59', '1']",0,$17.6 MILLION,None
2020-09-26,"['11', '21', '27', '36', '62', '24']",0,$20.5 MILLION,None
2020-09-30,"['14', '18', '36', '49', '67', '18']",0,$27.0 MILLION,None
2020-10-03,"['18', '31', '36', '43', '47', '20']",0,$34.7 MILLION,None
2020-10-07,"['6', '24', '30', '53', '56', '19']",0,$41.6 MILLION,None
2020-10-10,"['5', '18', '23', '40', '50', '18']",0,$49.4 MILLION,None
2020-10-14,"['21', '37', '52', '53', '58', '5']",0,$56.6 MILLION,None
2020-10-17,"['6', '10', '31', '37', '44', '23']",0,$64.8 MILLION,None
2020-10-21,"['1', '3', '13', '44', '56', '26']",0,$72.5 MILLION,None
2020-10-24,"['18', '20', '27', '45', '65', '6']",0,$81.5 MILLION,None
2020-10-28,"['11', '28', '37', '40', '53', '13']",0,$89.8 MILLION,None
2020-10-31,"['2', '6', '40', '42', '55', '24']",0,$98.6 MILLION,None
2020-11-04,"['23', '32', '33', '45', '49', '14']",0,$106.2 MILLION,None
2020-11-07,"['14', '16', '37', '48', '58', '18']",0,$114.7 MILLION,None
2020-11-11,"['13', '15', '17', '45', '63', '13']",0,$122.4 MILLION,None
2020-11-14,"['7', '15', '18', '32', '45', '20']",0,$131.4 MILLION,None
2020-11-18,"['4', '5', '17', '43', '52', '5']",0,$139.5 MILLION,None
2020-11-21,"['51', '54', '57', '60', '69', '11']",0,$149.0 MILLION,None
2020-11-25,"['2', '57', '58', '60', '65', '26']",0,$159.0 MILLION,None
2020-11-28,"['8', '12', '18', '44', '51', '18']",0,$168.5 MILLION,None
2020-12-02,"['28', '31', '40', '41', '46', '4']",0,$178.2 MILLION,None
2020-12-05,"['3', '4', '6', '48', '53', '10']",0,$189.3 MILLION,None
2020-12-09,"['11', '14', '31', '47', '48', '4']",0,$199.7 MILLION,None
2020-12-12,"['17', '54', '56', '63', '69', '20']",0,$211.3 MILLION,None
2020-12-16,"['4', '23', '37', '61', '67', '7']",0,$222.3 MILLION,None
2020-12-19,"['27', '32', '34', '43', '52', '13']",0,$235.4 MILLION,None
2020-12-23,"['6', '13', '38', '39', '53', '6']",0,$249.8 MILLION,None
2020-12-26,"['10', '24', '27', '35', '53', '18']",0,$263.7 MILLION,None
2020-12-30,"['3', '43', '45', '61', '65', '14']",0,$281.0 MILLION,None
2021-01-02,"['3', '4', '11', '41', '67', '5']",0,$301.1 MILLION,None
2021-01-06,"['1', '20', '22', '60', '66', '3']",0,$329.6 MILLION,None
2021-01-09,"['14', '26', '38', '45', '46', '13']",0,$366.2 MILLION,None
2021-01-13,"['4', '19', '23', '25', '49', '14']",0,$416.4 MILLION,None
2021-01-16,"['14', '20', '39', '65', '67', '2']",0,$478.2 MILLION,None
2021-01-20,"['40', '53', '60', '68', '69', '22']",1,$546.8 MILLION,MD
2021-01-23,"['5', '8', '17', '27', '28', '14']",1,$17.4 MILLION,NJ
2021-01-27,"['17', '33', '35', '42', '52', '9']",0,$15.0 MILLION,None
2021-01-30,"['1', '2', '7', '52', '61', '4']",1,$24.8 MILLION,NJ
2021-02-03,"['5', '37', '40', '64', '66', '5']",0,$15.0 MILLION,None
2021-02-06,"['1', '16', '48', '49', '65', '8']",0,$24.2 MILLION,None
2021-02-10,"['15', '39', '58', '63', '67', '7']",0,$32.2 MILLION,None
2021-02-13,"['20', '28', '33', '63', '68', '20']",0,$41.3 MILLION,None
2021-02-17,"['1', '15', '21', '32', '46', '1']",0,$48.8 MILLION,None
2021-02-20,"['4', '8', '22', '32', '58', '4']",0,$58.0 MILLION,None
2021-02-24,"['4', '33', '43', '53', '65', '21']",0,$67.1 MILLION,None
2021-02-27,"['2', '28', '31', '44', '52', '18']",0,$77.8 MILLION,None
2021-03-03,"['21', '40', '44', '50', '55', '16']",0,$87.5 MILLION,None
2021-03-06,"['11', '31', '50', '52', '58', '18']",0,$97.3 MILLION,None
2021-03-10,"['17', '18', '37', '44', '53', '18']",0,$106.4 MILLION,None
2021-03-13,"['5', '11', '51', '56', '61', '2']",0,$116.7 MILLION,None
2021-03-17,"['34', '38', '42', '61', '62', '19']",0,$126.5 MILLION,None
2021-03-20,"['1', '6', '22', '42', '61', '4']",0,$137.9 MILLION,None
2021-03-24,"['4', '9', '17', '27', '38', '18']",0,$148.5 MILLION,None
2021-03-27,"['6', '14', '38', '39', '65', '6']",1,$160.0 MILLION,FL
2021-03-31,"['3', '10', '44', '55', '68', '24']",0,$13.6 MILLION,None
2021-04-03,"['1', '12', '17', '39', '53', '5']",0,$22.0 MILLION,None
2021-04-07,"['27', '35', '39', '51', '66', '16']",0,$29.4 MILLION,None
2021-04-10,"['14', '16', '23', '50', '53', '3']",0,$38.0 MILLION,None
2021-04-14,"['13', '30', '33', '45', '61', '14']",0,$45.8 MILLION,None
2021-04-17,"['10', '21', '26', '41', '49', '25']",0,$54.5 MILLION,None
2021-04-21,"['21', '25', '32', '63', '67', '6']",0,$62.6 MILLION,None
2021-04-24,"['22', '36', '48', '59', '61', '22']",0,$72.2 MILLION,None
2021-04-28,"['16', '18', '35', '39', '53', '21']",0,$81.2 MILLION,None
2021-05-01,"['35', '36', '47', '61', '63', '3']",0,$90.5 MILLION,None
2021-05-05,"['16', '23', '28', '40', '63', '1']",0,$99.0 MILLION,None
2021-05-08,"['12', '17', '20', '21', '26', '8']",0,$108.5 MILLION,None
2021-05-12,"['1', '19', '20', '38', '54', '17']",0,$117.6 MILLION,None
2021-05-15,"['4', '10', '37', '39', '69', '24']",0,$127.8 MILLION,None
2021-05-19,"['11', '13', '55', '56', '69', '4']",0,$138.3 MILLION,None
2021-05-22,"['3', '19', '27', '37', '40', '8']",0,$150.1 MILLION,None
2021-05-26,"['2', '8', '21', '34', '62', '16']",0,$160.9 MILLION,None
2021-05-29,"['11', '13', '22', '27', '46', '20']",0,$173.3 MILLION,None
2021-06-02,"['6', '7', '11', '66', '67', '19']",0,$184.4 MILLION,None
2021-06-09,"['19', '28', '46', '50', '54', '9']",0,$13.8 MILLION,None
2021-06-12,"['8', '25', '34', '38', '41', '10']",0,$21.6 MILLION,None
2021-06-16,"['19', '29', '34', '44', '50', '25']",0,$29.0 MILLION,None
2021-06-19,"['4', '22', '35', '38', '39', '20']",0,$37.4 MILLION,None
2021-06-23,"['13', '20', '40', '51', '63', '1']",0,$45.2 MILLION,None
2021-06-26,"['8', '31', '39', '43', '60', '17']",0,$53.8 MILLION,None
2021-06-30,"['24', '29', '50', '65', '66', '14']",0,$61.9 MILLION,None
2021-07-03,"['26', '40', '41', '55', '65', '24']",0,$71.9 MILLION,None
2021-07-07,"['8', '21', '30', '49', '57', '8']",0,$80.8 MILLION,None
2021-07-10,"['1', '5', '29', '54', '62', '3']",0,$90.1 MILLION,None
2021-07-14,"['33', '46', '52', '59', '62', '10']",0,$98.4 MILLION,None
2021-07-17,"['15', '22', '38', '54', '66', '3']",0,$107.5 MILLION,None
2021-07-21,"['27', '28', '44', '67', '68', '11']",0,$116.1 MILLION,None
2021-07-24,"['1', '4', '11', '59', '67', '10']",0,$125.5 MILLION,None
2021-07-28,"['25', '30', '53', '59', '60', '5']",0,$134.4 MILLION,None
2021-07-31,"['1', '21', '22', '34', '47', '4']",0,$144.6 MILLION,None
2021-08-04,"['5', '21', '32', '36', '58', '14']",0,$154.4 MILLION,None
2021-08-07,"['7', '24', '36', '54', '60', '23']",0,$165.3 MILLION,None
2021-08-11,"['12', '18', '20', '29', '30', '16']",0,$175.6 MILLION,None
2021-08-14,"['6', '21', '49', '65', '67', '18']",0,$187.1 MILLION,None
2021-08-18,"['35', '36', '51', '55', '61', '26']",0,$197.8 MILLION,None
2021-08-21,"['16', '28', '36', '39', '59', '4']",0,$209.7 MILLION,None
2021-08-23,"['17', '36', '47', '60', '61', '15']",0,$214.4 MILLION,None
2021-08-25,"['27', '39', '54', '56', '59', '24']",0,$222.7 MILLION,None
2021-08-28,"['12', '22', '26', '46', '59', '26']",0,$235.5 MILLION,None
2021-08-30,"['3', '15', '45', '51', '61', '8']",0,$241.4 MILLION,None
2021-09-01,"['10', '20', '29', '48', '51', '17']",0,$251.0 MILLION,None
2021-09-04,"['32', '35', '40', '52', '54', '1']",0,$264.6 MILLION,None
2021-09-06,"['11', '20', '22', '33', '54', '24']",0,$270.7 MILLION,None
2021-09-08,"['9', '22', '41', '47', '61', '21']",0,$280.7 MILLION,None
2021-09-11,"['20', '31', '38', '40', '49', '21']",0,$296.2 MILLION,None
2021-09-13,"['37', '40', '50', '61', '63', '21']",0,$304.1 MILLION,None
2021-09-15,"['1', '4', '18', '46', '62', '25']",0,$316.2 MILLION,None
2021-09-18,"['5', '36', '39', '45', '57', '11']",0,$333.8 MILLION,None
2021-09-20,"['37', '51', '54', '58', '60', '19']",0,$342.9 MILLION,None
2021-09-22,"['20', '40', '47', '55', '63', '5']",0,$357.4 MILLION,None
2021-09-25,"['22', '23', '37', '62', '63', '19']",0,$380.5 MILLION,None
2021-09-27,"['21', '22', '39', '44', '60', '12']",0,$395.1 MILLION,None
2021-09-29,"['2', '7', '11', '17', '32', '11']",0,$417.8 MILLION,None
2021-10-02,"['28', '38', '42', '47', '52', '1']",0,$461.6 MILLION,None
2021-10-04,"['12', '22', '54', '66', '69', '15']",1,$496.0 MILLION,CA
2021-10-06,"['1', '17', '52', '58', '64', '1']",0,$14.2 MILLION,None
2021-10-09,"['12', '17', '30', '45', '62', '5']",0,$22.7 MILLION,None
2021-10-11,"['11', '20', '33', '39', '65', '24']",0,$27.1 MILLION,None
2021-10-13,"['23', '29', '47', '59', '60', '15']",0,$33.0 MILLION,None
2021-10-16,"['30', '31', '41', '42', '48', '3']",0,$41.5 MILLION,None
2021-10-18,"['30', '32', '48', '53', '63', '12']",0,$46.0 MILLION,None
2021-10-20,"['7', '29', '36', '41', '43', '5']",0,$52.1 MILLION,None
2021-10-23,"['10', '30', '51', '57', '63', '20']",0,$60.9 MILLION,None
2021-10-25,"['10', '27', '29', '44', '58', '24']",0,$65.8 MILLION,None
2021-10-27,"['3', '6', '26', '35', '51', '17']",0,$72.7 MILLION,None
2021-10-30,"['5', '23', '28', '43', '56', '19']",0,$82.9 MILLION,None
2021-11-01,"['1', '12', '14', '18', '69', '2']",1,$77.3 MILLION,KY
2021-11-03,"['1', '2', '24', '50', '57', '26']",0,$94.6 MILLION,None
2021-11-06,"['8', '30', '48', '57', '64', '9']",0,$103.8 MILLION,None
2021-11-08,"['21', '46', '47', '57', '62', '8']",0,$108.9 MILLION,None
2021-11-10,"['19', '25', '43', '46', '48', '14']",0,$115.6 MILLION,None
2021-11-13,"['15', '44', '63', '66', '69', '20']",0,$69.4 MILLION,None
2021-11-15,"['5', '31', '34', '51', '53', '23']",0,$130.5 MILLION,None
2021-11-17,"['3', '16', '48', '52', '60', '1']",0,$137.6 MILLION,None
2021-11-20,"['40', '43', '48', '59', '69', '19']",0,$148.0 MILLION,None
2021-11-22,"['7', '20', '29', '38', '67', '22']",0,$153.8 MILLION,None
2021-11-24,"['10', '16', '32', '63', '65', '17']",0,$162.2 MILLION,None
2021-11-27,"['8', '32', '55', '64', '66', '10']",0,$172.1 MILLION,None
2021-11-29,"['18', '26', '28', '38', '47', '17']",0,$178.2 MILLION,None
2021-12-01,"['12', '15', '38', '57', '63', '24']",0,$186.4 MILLION,None
2021-12-04,"['10', '40', '45', '56', '67', '2']",0,$197.9 MILLION,None
2021-12-06,"['3', '21', '38', '50', '59', '6']",0,$204.2 MILLION,None
2021-12-08,"['1', '12', '14', '18', '69', '2']",1,$77.3 MILLION,KY
2021-12-11,"['3', '25', '44', '53', '64', '10']",0,$225.5 MILLION,None
2021-12-13,"['10', '30', '37', '53', '59', '4']",0,$232.8 MILLION,None
2021-12-15,"['19', '20', '40', '42', '59', '15']",0,$243.0 MILLION,None
2021-12-18,"['2', '6', '24', '51', '61', '1']",0,$257.1 MILLION,None
2021-12-20,"['2', '13', '23', '34', '66', '2']",0,$265.2 MILLION,None
2021-12-22,"['7', '16', '19', '48', '68', '15']",0,$276.4 MILLION,None
2021-12-25,"['27', '29', '45', '55', '58', '2']",0,$295.2 MILLION,None
2021-12-27,"['36', '38', '45', '62', '64', '19']",0,$308.9 MILLION,None
2021-12-29,"['2', '6', '9', '33', '39', '11']",0,$330.9 MILLION,None
2022-01-01,"['6', '12', '39', '48', '50', '7']",0,$369.2 MILLION,None
2022-01-03,"['2', '13', '32', '33', '48', '22']",0,$399.5 MILLION,None
2022-01-05,"['6', '14', '25', '33', '46', '17']",2,$450.2 MILLION,"CA, WI"
2022-01-08,"['20', '21', '36', '60', '65', '13']",0,$13.9 MILLION,None
2022-01-10,"['14', '17', '18', '21', '27', '9']",0,$18.6 MILLION,None
2022-01-12,"['12', '21', '22', '30', '33', '24']",0,$24.6 MILLION,None
2022-01-15,"['3', '18', '37', '51', '59', '13']",0,$33.3 MILLION,None
2022-01-17,"['9', '24', '35', '46', '65', '22']",0,$37.8 MILLION,None
2022-01-19,"['11', '15', '43', '55', '61', '10']",0,$43.9 MILLION,None
2022-01-22,"['8', '14', '33', '36', '67', '17']",0,$52.5 MILLION,None
2022-01-24,"['11', '29', '30', '47', '53', '16']",0,$57.3 MILLION,None
2022-01-26,"['4', '11', '38', '49', '69', '16']",0,$63.7 MILLION,None
2022-01-29,"['2', '15', '38', '54', '65', '11']",0,$73.3 MILLION,None
2022-01-31,"['10', '15', '51', '61', '69', '14']",0,$79.0 MILLION,None
2022-02-02,"['18', '29', '33', '62', '63', '15']",0,$86.3 MILLION,None
2022-02-05,"['5', '16', '27', '39', '61', '24']",0,$95.4 MILLION,None
2022-02-07,"['5', '15', '38', '47', '65', '10']",0,$100.8 MILLION,None
2022-02-09,"['2', '17', '33', '51', '63', '26']",0,$107.7 MILLION,None
2022-02-12,"['8', '10', '21', '41', '62', '7']",0,$117.8 MILLION,None
2022-02-14,"['16', '25', '27', '49', '55', '17']",1,$123.9 MILLION,CT
2022-02-16,"['22', '30', '40', '42', '48', '16']",0,$13.4 MILLION,None
2022-02-19,"['3', '10', '15', '33', '42', '11']",0,$21.0 MILLION,None
2022-02-21,"['2', '36', '37', '45', '69', '3']",0,$25.2 MILLION,None
2022-02-23,"['6', '17', '21', '35', '64', '18']",0,$31.0 MILLION,None
2022-02-26,"['15', '32', '36', '48', '64', '19']",0,$38.8 MILLION,None
2022-02-28,"['7', '21', '39', '47', '55', '19']",0,$43.2 MILLION,None
2022-03-02,"['19', '37', '48', '61', '63', '12']",0,$49.1 MILLION,None
2022-03-05,"['8', '23', '37', '52', '63', '13']",0,$57.4 MILLION,None
2022-03-07,"['10', '43', '55', '59', '67', '2']",0,$62.0 MILLION,None
2022-03-09,"['13', '22', '34', '51', '67', '10']",0,$68.1 MILLION,None
2022-03-12,"['19', '20', '37', '39', '61', '8']",0,$77.4 MILLION,None
2022-03-14,"['21', '28', '32', '44', '49', '6']",0,$82.4 MILLION,None
2022-03-16,"['3', '28', '34', '35', '58', '17']",0,$88.5 MILLION,None
2022-03-19,"['8', '9', '18', '48', '52', '6']",0,$97.4 MILLION,None
2022-03-21,"['1', '15', '26', '63', '65', '16']",0,$102.6 MILLION,None
2022-03-23,"['31', '32', '37', '38', '48', '24']",0,$109.0 MILLION,None
2022-03-26,"['2', '10', '50', '59', '61', '6']",0,$118.4 MILLION,None
2022-03-28,"['11', '18', '39', '58', '62', '3']",0,$123.7 MILLION,None
2022-03-30,"['3', '7', '21', '31', '37', '11']",0,$131.1 MILLION,None
2022-04-02,"['6', '28', '47', '58', '59', '18']",0,$142.4 MILLION,None
2022-04-04,"['2', '32', '39', '46', '69', '6']",0,$149.0 MILLION,None
2022-04-06,"['6', '42', '45', '47', '64', '18']",0,$158.0 MILLION,None
2022-04-09,"['6', '16', '31', '62', '66', '18']",0,$170.7 MILLION,None
2022-04-11,"['5', '7', '24', '31', '34', '4']",0,$177.9 MILLION,None
2022-04-13,"['14', '16', '41', '63', '68', '26']",0,$188.0 MILLION,None
2022-04-16,"['15', '21', '32', '62', '65', '26']",0,$203.3 MILLION,None
2022-04-18,"['8', '33', '55', '59', '62', '18']",0,$212.2 MILLION,None
2022-04-20,"['20', '30', '45', '55', '56', '14']",0,$224.5 MILLION,None
2022-04-23,"['10', '39', '47', '49', '56', '8']",0,$245.1 MILLION,None
2022-04-25,"['12', '18', '20', '39', '61', '10']",0,$260.4 MILLION,None
2022-04-27,"['11', '36', '61', '62', '68', '4']",1,$283.3 MILLION,AZ
2022-04-30,"['14', '21', '37', '44', '63', '1']",0,$12.0 MILLION,None
2022-05-02,"['18', '27', '33', '39', '44', '8']",0,$16.2 MILLION,None
2022-05-04,"['37', '39', '55', '63', '69', '23']",0,$21.8 MILLION,None
2022-05-07,"['4', '5', '6', '28', '67', '10']",0,$29.7 MILLION,None
2022-05-09,"['18', '30', '35', '52', '56', '5']",0,$34.2 MILLION,None
2022-05-11,"['5', '7', '61', '63', '69', '18']",0,$40.0 MILLION,None
2022-05-14,"['6', '40', '41', '45', '52', '9']",0,$48.5 MILLION,None
2022-05-16,"['7', '15', '22', '36', '64', '13']",0,$53.3 MILLION,None
2022-05-18,"['40', '41', '58', '64', '65', '17']",0,$59.8 MILLION,None
2022-05-21,"['14', '15', '25', '52', '58', '11']",0,$68.8 MILLION,None
2022-05-23,"['1', '33', '37', '39', '42', '26']",0,$73.8 MILLION,None
2022-05-25,"['19', '28', '39', '42', '57', '17']",0,$80.0 MILLION,None
2022-05-28,"['2', '39', '50', '61', '66', '15']",0,$88.9 MILLION,None
2022-05-30,"['27', '28', '51', '68', '69', '22']",0,$93.6 MILLION,None
2022-06-01,"['11', '41', '56', '57', '63', '2']",0,$100.1 MILLION,None
2022-06-04,"['14', '16', '36', '52', '60', '16']",0,$109.5 MILLION,None
2022-06-06,"['2', '10', '35', '44', '46', '4']",0,$115.1 MILLION,None
2022-06-08,"['22', '39', '43', '62', '64', '7']",0,$122.4 MILLION,None
2022-06-11,"['18', '20', '26', '53', '69', '5']",0,$133.0 MILLION,None
2022-06-13,"['2', '27', '42', '44', '51', '25']",0,$139.6 MILLION,None
2022-06-15,"['19', '28', '41', '42', '51', '7']",0,$147.8 MILLION,None
2022-06-18,"['10', '19', '40', '45', '58', '25']",0,$159.6 MILLION,None
2022-06-20,"['3', '44', '61', '63', '69', '13']",0,$166.5 MILLION,None
2022-06-22,"['6', '10', '31', '48', '56', '12']",0,$176.0 MILLION,None
2022-06-25,"['6', '12', '20', '27', '32', '4']",0,$189.7 MILLION,None
2022-06-27,"['11', '13', '18', '30', '37', '16']",0,$197.9 MILLION,None
2022-06-29,"['8', '40', '49', '58', '63', '14']",1,$208.5 MILLION,VT
2022-07-02,"['9', '10', '37', '59', '62', '26']",0,$11.6 MILLION,None
2022-07-04,"['15', '16', '24', '31', '56', '4']",0,$15.3 MILLION,None
2022-07-06,"['32', '36', '49', '62', '69', '13']",0,$20.6 MILLION,None
2022-07-09,"['14', '22', '42', '46', '52', '24']",0,$28.3 MILLION,None
2022-07-11,"['4', '26', '34', '37', '52', '9']",0,$32.7 MILLION,None
2022-07-13,"['22', '23', '36', '47', '63', '2']",0,$38.5 MILLION,None
2022-07-16,"['3', '18', '23', '32', '57', '21']",0,$47.3 MILLION,None
2022-07-18,"['14', '34', '36', '50', '58', '5']",0,$52.5 MILLION,None
2022-07-20,"['10', '20', '23', '49', '65', '22']",0,$60.5 MILLION,None
2022-07-23,"['39', '41', '54', '59', '62', '12']",0,$72.7 MILLION,None
2022-07-25,"['25', '37', '38', '39', '65', '5']",0,$79.1 MILLION,None
2022-07-27,"['1', '25', '44', '55', '57', '26']",0,$89.4 MILLION,None
2022-07-30,"['4', '17', '57', '58', '68', '12']",0,$105.7 MILLION,None
2022-08-01,"['15', '21', '31', '36', '65', '16']",0,$113.0 MILLION,None
2022-08-03,"['9', '21', '56', '57', '66', '11']",1,$122.4 MILLION,PA
2022-08-06,"['8', '15', '46', '56', '68', '3']",0,$11.7 MILLION,None
2022-08-08,"['32', '45', '51', '57', '58', '12']",0,$16.0 MILLION,None
2022-08-10,"['29', '44', '59', '61', '68', '19']",0,$21.2 MILLION,None
2022-08-13,"['19', '24', '35', '43', '62', '2']",0,$28.7 MILLION,None
2022-08-15,"['20', '24', '47', '50', '63', '5']",0,$33.1 MILLION,None
2022-08-17,"['23', '28', '41', '50', '55', '24']",0,$38.6 MILLION,None
2022-08-20,"['5', '9', '11', '16', '66', '7']",0,$46.5 MILLION,None
2022-08-22,"['12', '27', '34', '55', '67', '9']",0,$51.0 MILLION,None
2022-08-24,"['6', '24', '35', '37', '44', '22']",0,$57.0 MILLION,None
2022-08-27,"['2', '18', '56', '60', '65', '14']",0,$65.4 MILLION,None
2022-08-29,"['13', '36', '43', '61', '69', '18']",0,$69.9 MILLION,None
2022-08-31,"['7', '8', '19', '24', '28', '1']",0,$75.4 MILLION,None
2022-09-03,"['18', '27', '49', '65', '69', '9']",0,$83.3 MILLION,None
2022-09-05,"['4', '7', '32', '55', '64', '25']",0,$87.4 MILLION,None
2022-09-07,"['3', '16', '30', '33', '36', '20']",0,$93.0 MILLION,None
2022-09-10,"['38', '42', '56', '68', '69', '4']",0,$101.0 MILLION,None
2022-09-12,"['1', '12', '14', '18', '69', '2']",1,$77.3 MILLION,KY
2022-09-14,"['9', '10', '20', '22', '52', '25']",0,$113.0 MILLION,None
2022-09-17,"['5', '25', '36', '51', '61', '1']",0,$122.8 MILLION,None
2022-09-19,"['7', '15', '36', '46', '67', '7']",0,$128.4 MILLION,None
2022-09-21,"['6', '33', '34', '45', '54', '7']",0,$135.6 MILLION,None
2022-09-24,"['1', '12', '14', '18', '69', '2']",1,$77.3 MILLION,KY
2022-09-26,"['13', '20', '31', '33', '59', '20']",0,$151.7 MILLION,None
2022-09-28,"['6', '10', '24', '33', '67', '11']",0,$159.5 MILLION,None
2022-10-01,"['8', '21', '22', '65', '69', '26']",0,$171.1 MILLION,None
2022-10-03,"['1', '12', '14', '18', '69', '2']",1,$77.3 MILLION,KY
2022-10-05,"['26', '30', '33', '37', '62', '6']",0,$186.3 MILLION,None
2022-10-08,"['13', '43', '53', '60', '68', '5']",0,$199.1 MILLION,None
2022-10-10,"['3', '6', '11', '17', '22', '11']",0,$206.9 MILLION,None
2022-10-12,"['14', '30', '41', '42', '59', '6']",0,$217.9 MILLION,None
2022-10-15,"['32', '37', '40', '58', '62', '15']",0,$234.5 MILLION,None
2022-10-17,"['19', '30', '36', '46', '60', '25']",0,$244.7 MILLION,None
2022-10-19,"['6', '8', '15', '27', '42', '10']",0,$260.1 MILLION,None
2022-10-22,"['19', '25', '48', '55', '60', '18']",0,$283.6 MILLION,None
2022-10-24,"['18', '23', '35', '45', '54', '16']",0,$305.9 MILLION,None
2022-10-26,"['19', '36', '37', '46', '56', '24']",0,$343.1 MILLION,None
2022-10-29,"['19', '31', '40', '46', '57', '23']",0,$408.9 MILLION,None
2022-10-31,"['13', '19', '36', '39', '59', '13']",0,$496.9 MILLION,None
2022-11-02,"['2', '11', '22', '35', '60', '23']",0,$620.4 MILLION,None
2022-11-05,"['28', '45', '53', '56', '69', '20']",0,$810.2 MILLION,None
2022-11-07,"['10', '33', '41', '47', '56', '10']",1,$997.6 MILLION,CA
2022-11-09,"['7', '14', '24', '30', '56', '7']",0,$15.7 MILLION,None
2022-11-12,"['16', '20', '44', '57', '58', '6']",0,$25.8 MILLION,None
2022-11-14,"['19', '35', '53', '54', '67', '21']",0,$31.6 MILLION,None
2022-11-16,"['28', '34', '51', '53', '56', '11']",0,$38.1 MILLION,None
2022-11-19,"['7', '28', '62', '63', '64', '10']",1,$47.3 MILLION,KS
2022-11-21,"['1', '6', '40', '51', '67', '2']",0,$10.2 MILLION,None
2022-11-23,"['1', '2', '31', '39', '66', '25']",0,$16.4 MILLION,None
2022-11-26,"['15', '30', '47', '50', '51', '3']",0,$23.7 MILLION,None
2022-11-28,"['29', '30', '32', '48', '50', '20']",0,$28.5 MILLION,None
2022-11-30,"['4', '19', '24', '47', '66', '10']",0,$34.1 MILLION,None
2022-12-03,"['6', '13', '33', '36', '37', '7']",0,$42.3 MILLION,None
2022-12-05,"['35', '45', '47', '54', '55', '14']",0,$47.2 MILLION,None
2022-12-07,"['6', '28', '44', '59', '61', '21']",0,$53.3 MILLION,None
2022-12-10,"['9', '23', '47', '49', '68', '19']",0,$62.1 MILLION,None
2022-12-12,"['16', '31', '50', '55', '61', '9']",0,$67.1 MILLION,None
2022-12-14,"['36', '51', '59', '66', '68', '25']",0,$72.7 MILLION,None
2022-12-17,"['33', '56', '64', '66', '68', '12']",0,$80.7 MILLION,None
2022-12-19,"['7', '37', '55', '65', '67', '12']",0,$85.6 MILLION,None
2022-12-21,"['12', '15', '24', '34', '59', '14']",0,$91.8 MILLION,None
2022-12-24,"['17', '37', '46', '54', '67', '8']",0,$101.5 MILLION,None
2022-12-26,"['17', '41', '47', '60', '61', '17']",0,$106.8 MILLION,None
2022-12-28,"['26', '32', '38', '45', '56', '1']",0,$116.0 MILLION,None
2022-12-31,"['18', '37', '44', '50', '64', '11']",0,$131.6 MILLION,None
2023-01-02,"['7', '9', '12', '31', '62', '22']",0,$139.6 MILLION,None
2023-01-04,"['12', '32', '56', '67', '68', '26']",0,$150.5 MILLION,None
2023-01-07,"['35', '36', '44', '45', '67', '14']",0,$168.0 MILLION,None
2023-01-09,"['18', '43', '48', '60', '69', '14']",0,$178.9 MILLION,None
2023-01-11,"['4', '8', '46', '47', '48', '5']",0,$192.7 MILLION,None
2023-01-14,"['24', '26', '39', '47', '57', '23']",0,$214.8 MILLION,None
2023-01-16,"['4', '14', '33', '39', '61', '3']",0,$225.4 MILLION,None
2023-01-18,"['6', '15', '22', '42', '47', '26']",0,$238.5 MILLION,None
2023-01-21,"['5', '14', '19', '46', '64', '22']",0,$257.4 MILLION,None
2023-01-23,"['12', '31', '47', '58', '60', '23']",0,$270.3 MILLION,None
2023-01-25,"['9', '17', '20', '38', '40', '18']",0,$286.2 MILLION,None
2023-01-28,"['2', '18', '23', '27', '47', '15']",0,$309.4 MILLION,None
2023-01-30,"['1', '4', '12', '36', '49', '5']",0,$325.6 MILLION,None
2023-02-01,"['31', '43', '58', '59', '66', '9']",0,$346.8 MILLION,None
2023-02-04,"['2', '8', '15', '19', '58', '10']",0,$380.1 MILLION,None
2023-02-06,"['5', '11', '22', '23', '69', '7']",1,$407.2 MILLION,WA
2023-02-08,"['1', '12', '14', '18', '69', '2']",0,$77.3 MILLION,KY
2023-02-11,"['10', '23', '30', '54', '65', '11']",0,$19.5 MILLION,None
2023-02-13,"['17', '26', '37', '61', '65', '2']",0,$24.7 MILLION,None
2023-02-15,"['31', '32', '54', '60', '63', '12']",0,$30.8 MILLION,None
2023-02-18,"['8', '21', '31', '32', '37', '23']",0,$39.7 MILLION,None
2023-02-20,"['3', '17', '26', '38', '54', '15']",0,$45.2 MILLION,None
2023-02-22,"['11', '19', '39', '44', '65', '7']",0,$52.1 MILLION,None
2023-02-25,"['11', '24', '58', '66', '67', '26']",0,$61.8 MILLION,None
2023-02-27,"['16', '28', '49', '51', '55', '23']",0,$67.2 MILLION,None
2023-03-01,"['2', '9', '28', '36', '53', '4']",0,$73.5 MILLION,None
2023-03-04,"['10', '16', '18', '40', '66', '16']",1,$82.7 MILLION,VA
2023-03-06,"['2', '13', '29', '58', '69', '4']",0,$10.2 MILLION,None
2023-03-08,"['26', '27', '43', '61', '69', '4']",0,$15.5 MILLION,None
2023-03-11,"['11', '20', '33', '43', '58', '24']",0,$23.3 MILLION,None
